Transaction_ID,Medicine_ID,Supplier_ID,Warehouse_ID,Stock_Quantity,Reorder_Level,Purchase_Price,Selling_Price,Manufacturing_Date,Expiry_Date,Days_To_Expire,Expiry_Status,Medicine_Name,Category_ID,Supplier_Name,Category_Name,Warehouse_Name
2026,M032,S016,4,96,189,79,145,2024-01-23 06:15:27.228,2026-10-18 06:15:27.228,160,Safe,Amoxicillin,3.0,HealthPlus,Vitamin,Delhi
2027,M011,S020,2,460,187,47,54,2024-06-28 06:15:27.228,2025-08-13 06:15:27.228,-271,Expired,Paracetamol,3.0,HealthPlus,Vitamin,Pune
2028,M001,S019,3,52,198,19,22,2024-01-27 06:15:27.228,2025-09-30 06:15:27.228,-223,Expired,Amoxicillin,2.0,MedLife,Antibiotic,Mumbai
2029,M045,S013,2,180,154,61,147,2024-01-19 06:15:27.228,2026-05-17 06:15:27.228,6,Expiring Soon,Ibuprofen,1.0,HealthPlus,Painkiller,Pune
2030,M012,S016,1,214,60,63,125,2024-01-19 06:15:27.228,2025-07-08 06:15:27.228,-307,Expired,Paracetamol,1.0,HealthPlus,Painkiller,Nagpur
2031,M017,S016,3,425,86,15,57,2023-09-11 06:15:27.228,2024-08-21 06:15:27.228,-628,Expired,Ibuprofen,3.0,HealthPlus,Vitamin,Mumbai
2032,M045,S017,1,364,76,98,61,2023-12-26 06:15:27.228,2026-03-23 06:15:27.228,-49,Expired,Ibuprofen,1.0,HealthPlus,Painkiller,Nagpur
2033,M042,S007,3,319,133,77,50,2023-12-29 06:15:27.228,2026-06-02 06:15:27.228,22,Expiring Soon,Aspirin,1.0,CureWell,Painkiller,Mumbai
2034,M023,S005,1,173,139,36,33,2023-11-17 06:15:27.228,2024-11-19 06:15:27.228,-538,Expired,Aspirin,1.0,HealthPlus,Painkiller,Nagpur
2035,M040,S002,4,115,199,52,58,2024-07-04 06:15:27.228,2025-06-14 06:15:27.228,-331,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Delhi
2036,M049,S013,4,182,104,12,72,2025-08-21 06:15:27.229,2026-03-19 06:15:27.229,-53,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Delhi
2037,M045,S010,2,473,129,77,40,2024-02-20 06:15:27.230,2025-11-25 06:15:27.230,-167,Expired,Ibuprofen,1.0,CureWell,Painkiller,Pune
2038,M012,S011,2,151,85,88,107,2024-01-05 06:15:27.230,2025-02-28 06:15:27.230,-437,Expired,Paracetamol,1.0,PharmaCare,Painkiller,Pune
2039,M002,S010,2,71,117,20,82,2024-03-04 06:15:27.230,2025-04-07 06:15:27.230,-399,Expired,Aspirin,2.0,CureWell,Antibiotic,Pune
2040,M033,S010,2,37,133,93,60,2024-03-10 06:15:27.230,2026-04-03 06:15:27.230,-38,Expired,Aspirin,1.0,CureWell,Painkiller,Pune
2041,M028,S004,1,325,108,86,126,2023-11-26 06:15:27.230,2025-04-25 06:15:27.230,-381,Expired,Paracetamol,2.0,CureWell,Antibiotic,Nagpur
2042,M033,S007,1,289,180,40,43,2024-03-29 06:15:27.230,2025-12-03 06:15:27.230,-159,Expired,Aspirin,1.0,CureWell,Painkiller,Nagpur
2043,M020,S009,1,275,75,32,55,2024-05-03 06:15:27.230,2025-12-07 06:15:27.230,-155,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Nagpur
2044,M014,S017,3,145,161,41,115,2024-10-22 06:15:27.231,2026-10-07 06:15:27.231,149,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Mumbai
2045,M041,S004,2,195,191,77,148,2025-11-22 06:15:27.231,2027-10-10 06:15:27.231,517,Safe,Vitamin C,3.0,CureWell,Vitamin,Pune
2046,M049,S005,4,305,135,51,106,2024-08-24 06:15:27.231,2025-07-19 06:15:27.231,-296,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Delhi
2047,M041,S010,3,35,187,100,28,2025-02-09 06:15:27.231,2027-02-15 06:15:27.231,280,Safe,Vitamin C,3.0,CureWell,Vitamin,Mumbai
2048,M037,S005,1,476,63,22,50,2023-12-12 06:15:27.231,2026-01-16 06:15:27.231,-115,Expired,Aspirin,3.0,HealthPlus,Vitamin,Nagpur
2049,M047,S017,4,189,161,26,36,2024-10-07 06:15:27.231,2025-09-14 06:15:27.231,-239,Expired,Paracetamol,2.0,HealthPlus,Antibiotic,Delhi
2050,M031,S010,3,367,75,86,74,2025-09-03 06:15:27.231,2026-10-06 06:15:27.231,148,Safe,Ibuprofen,3.0,CureWell,Vitamin,Mumbai
2051,M029,S013,1,471,128,25,66,2024-05-02 06:15:27.231,2026-05-16 06:15:27.231,5,Expiring Soon,Paracetamol,2.0,HealthPlus,Antibiotic,Nagpur
2052,M046,S008,2,119,73,22,45,2025-03-26 06:15:27.231,2026-01-24 06:15:27.231,-107,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
2053,M024,S008,1,260,81,26,117,2025-04-14 06:15:27.232,2027-07-30 06:15:27.232,445,Safe,Amoxicillin,2.0,PharmaCare,Antibiotic,Nagpur
2054,M009,S004,3,293,80,25,53,2026-01-04 06:15:27.232,2026-08-23 06:15:27.232,104,Safe,Aspirin,2.0,CureWell,Antibiotic,Mumbai
2055,M033,S008,1,70,163,42,146,2025-05-20 06:15:27.232,2027-09-24 06:15:27.232,501,Safe,Aspirin,1.0,PharmaCare,Painkiller,Nagpur
2056,M034,S015,2,131,187,25,118,2025-12-07 06:15:27.232,2026-12-12 06:15:27.232,215,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Pune
2057,M050,S010,4,427,181,36,106,2024-06-29 06:15:27.232,2025-02-23 06:15:27.232,-442,Expired,Amoxicillin,3.0,CureWell,Vitamin,Delhi
2058,,S001,1,244,101,53,149,2025-04-10 06:15:27.232,2026-04-27 06:15:27.232,-14,Expired,,,PharmaCare,,Nagpur
2059,M006,S016,1,293,82,61,58,2025-10-24 06:15:27.232,2028-06-28 06:15:27.232,779,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
2060,M032,S006,4,246,65,83,30,2024-04-01 06:15:27.232,2025-06-01 06:15:27.232,-344,Expired,Amoxicillin,3.0,PharmaCare,Vitamin,Delhi
2061,M028,S020,3,113,64,37,54,2025-05-04 06:15:27.233,2026-10-27 06:15:27.233,169,Safe,Paracetamol,2.0,HealthPlus,Antibiotic,Mumbai
2062,M035,S001,2,242,144,58,44,2024-11-01 06:15:27.233,2026-07-30 06:15:27.233,80,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Pune
2063,M025,S015,1,96,131,50,107,2024-05-20 06:15:27.233,2026-02-02 06:15:27.233,-98,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Nagpur
2064,M002,S005,1,234,86,60,72,2023-09-30 06:15:27.233,2025-06-13 06:15:27.233,-332,Expired,Aspirin,2.0,HealthPlus,Antibiotic,Nagpur
2065,M009,S012,2,327,160,60,48,2024-08-09 06:15:27.233,2025-11-16 06:15:27.233,-176,Expired,Aspirin,2.0,CureWell,Antibiotic,Pune
2066,M043,S005,1,337,197,89,116,2024-03-28 06:15:27.233,2025-04-27 06:15:27.233,-379,Expired,Aspirin,1.0,HealthPlus,Painkiller,Nagpur
2067,M034,S020,3,121,200,100,141,2025-03-26 06:15:27.233,2026-06-21 06:15:27.233,41,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Mumbai
2068,M022,S012,4,289,133,53,85,2026-01-07 06:15:27.233,2028-01-15 06:15:27.233,614,Safe,Amoxicillin,1.0,CureWell,Painkiller,Delhi
2069,M018,S009,3,408,122,51,60,2024-07-24 06:15:27.233,2025-05-06 06:15:27.233,-370,Expired,Paracetamol,3.0,PharmaCare,Vitamin,Mumbai
2070,M037,S007,3,264,174,91,127,2025-04-07 06:15:27.233,2027-11-04 06:15:27.233,542,Safe,Aspirin,3.0,CureWell,Vitamin,Mumbai
2071,M044,S020,3,123,109,53,117,2024-01-08 06:15:27.234,2025-12-10 06:15:27.234,-152,Expired,Aspirin,3.0,HealthPlus,Vitamin,Mumbai
2072,M026,S006,3,169,140,53,72,2025-10-13 06:15:27.234,2027-05-23 06:15:27.234,377,Safe,Amoxicillin,1.0,PharmaCare,Painkiller,Mumbai
2073,M034,S013,3,259,173,63,119,2025-11-28 06:15:27.234,2027-02-10 06:15:27.234,275,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Mumbai
2074,M026,S017,1,20,197,31,134,2024-08-11 06:15:27.234,2025-04-22 06:15:27.234,-384,Expired,Amoxicillin,1.0,HealthPlus,Painkiller,Nagpur
2075,M025,S001,3,437,92,48,48,2024-10-11 06:15:27.234,2025-08-12 06:15:27.234,-272,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Mumbai
2076,M036,S008,3,457,70,47,60,2025-09-24 06:15:27.234,2028-06-12 06:15:27.234,763,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Mumbai
2077,M035,S005,3,337,159,42,75,2025-05-27 06:15:27.234,2026-07-01 06:15:27.234,51,Safe,Vitamin C,1.0,HealthPlus,Painkiller,Mumbai
2078,M001,S001,4,347,149,76,35,2024-03-25 06:15:27.234,2025-08-15 06:15:27.234,-269,Expired,Amoxicillin,2.0,PharmaCare,Antibiotic,Delhi
2079,M045,S007,4,132,120,24,74,2024-01-21 06:15:27.234,2026-04-09 06:15:27.234,-32,Expired,Ibuprofen,1.0,CureWell,Painkiller,Delhi
2080,M041,S003,1,369,140,76,52,2024-04-09 06:15:27.234,2026-11-14 06:15:27.234,187,Safe,Vitamin C,3.0,HealthPlus,Vitamin,Nagpur
2081,M025,S003,1,365,154,54,110,2024-01-31 06:15:27.235,2025-10-17 06:15:27.235,-206,Expired,Vitamin C,2.0,HealthPlus,Antibiotic,Nagpur
2082,M044,S010,3,45,94,72,53,2024-01-23 06:15:27.235,2025-02-19 06:15:27.235,-446,Expired,Aspirin,3.0,CureWell,Vitamin,Mumbai
2083,M012,S009,1,264,154,34,35,2024-12-19 06:15:27.235,2025-08-27 06:15:27.235,-257,Expired,Paracetamol,1.0,PharmaCare,Painkiller,Nagpur
2084,M042,S013,2,114,86,15,111,2024-09-10 06:15:27.235,2026-03-08 06:15:27.235,-64,Expired,Aspirin,1.0,HealthPlus,Painkiller,Pune
2085,M006,S020,2,310,73,45,134,2025-04-05 06:15:27.236,2027-03-06 06:15:27.236,299,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Pune
2086,M026,S020,4,259,194,10,122,2023-11-10 06:15:27.236,2025-07-14 06:15:27.236,-301,Expired,Amoxicillin,1.0,HealthPlus,Painkiller,Delhi
2087,M050,S009,4,62,130,79,94,2023-10-10 06:15:27.236,2025-11-08 06:15:27.236,-184,Expired,Amoxicillin,3.0,PharmaCare,Vitamin,Delhi
2088,M047,S010,2,255,101,29,143,2025-06-25 06:15:27.236,2026-12-03 06:15:27.236,206,Safe,Paracetamol,2.0,CureWell,Antibiotic,Pune
2089,M035,S019,3,123,138,37,77,2024-02-16 06:15:27.236,2026-10-30 06:15:27.236,172,Safe,Vitamin C,1.0,MedLife,Painkiller,Mumbai
2090,M031,S005,2,348,78,19,72,2023-12-20 06:15:27.236,2025-05-19 06:15:27.236,-357,Expired,Ibuprofen,3.0,HealthPlus,Vitamin,Pune
2091,M044,S019,1,30,117,11,145,2024-06-07 06:15:27.236,2026-05-11 06:15:27.236,0,Expiring Soon,Aspirin,3.0,MedLife,Vitamin,Nagpur
2092,M016,S002,4,64,170,97,125,2025-06-30 06:15:27.236,2027-03-06 06:15:27.236,299,Safe,Paracetamol,1.0,HealthPlus,Painkiller,Delhi
2093,M038,S001,4,243,196,96,24,2024-09-24 06:15:27.236,2027-01-06 06:15:27.236,240,Safe,Ibuprofen,1.0,PharmaCare,Painkiller,Delhi
2094,M043,S016,3,136,165,65,100,2025-01-24 06:15:27.236,2027-01-22 06:15:27.236,256,Safe,Aspirin,1.0,HealthPlus,Painkiller,Mumbai
2095,M015,S004,1,177,161,31,34,2024-11-06 06:15:27.236,2026-07-18 06:15:27.236,68,Safe,Amoxicillin,2.0,CureWell,Antibiotic,Nagpur
2096,M025,S013,2,216,184,88,22,2023-08-22 06:15:27.236,2025-06-03 06:15:27.236,-342,Expired,Vitamin C,2.0,HealthPlus,Antibiotic,Pune
2097,M036,S008,3,251,106,70,69,2025-02-07 06:15:27.236,2026-05-06 06:15:27.236,-5,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Mumbai
2098,M024,S020,3,140,170,27,84,2023-10-28 06:15:27.236,2025-08-28 06:15:27.236,-256,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Mumbai
2099,M014,S019,4,110,109,59,89,2025-05-17 06:15:27.236,2026-06-06 06:15:27.236,26,Expiring Soon,Ibuprofen,2.0,MedLife,Antibiotic,Delhi
2100,M002,S015,4,207,115,13,136,2025-09-09 06:15:27.236,2027-01-30 06:15:27.236,264,Safe,Aspirin,2.0,PharmaCare,Antibiotic,Delhi
2101,M037,S020,4,392,177,36,146,2025-12-15 06:15:27.236,2028-08-11 06:15:27.236,823,Safe,Aspirin,3.0,HealthPlus,Vitamin,Delhi
2102,M004,S018,2,51,198,54,60,2024-01-23 06:15:27.236,2026-07-26 06:15:27.236,76,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Pune
2103,M021,S010,1,216,60,30,73,2025-05-21 06:15:27.236,2027-01-07 06:15:27.236,241,Safe,Paracetamol,3.0,CureWell,Vitamin,Nagpur
2104,M004,S015,3,457,143,87,66,2025-03-02 06:15:27.237,2027-02-11 06:15:27.237,276,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Mumbai
2105,M043,S008,4,308,135,70,45,2025-10-30 06:15:27.237,2028-04-30 06:15:27.237,720,Safe,Aspirin,1.0,PharmaCare,Painkiller,Delhi
2106,M045,S002,2,209,94,86,50,2024-10-27 06:15:27.237,2026-05-05 06:15:27.237,-6,Expired,Ibuprofen,1.0,HealthPlus,Painkiller,Pune
2107,M006,S005,2,115,200,37,49,2023-11-10 06:15:27.237,2024-11-06 06:15:27.237,-551,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Pune
2108,M032,S017,2,471,147,79,113,2025-08-10 06:15:27.237,2027-07-27 06:15:27.237,442,Safe,Amoxicillin,3.0,HealthPlus,Vitamin,Pune
2109,M034,S005,3,78,162,94,111,2024-03-25 06:15:27.237,2026-11-08 06:15:27.237,181,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Mumbai
2110,M042,S003,1,25,100,75,65,2026-01-13 06:15:27.237,2027-06-02 06:15:27.237,387,Safe,Aspirin,1.0,HealthPlus,Painkiller,Nagpur
2111,M042,S015,4,161,144,63,115,2023-09-21 06:15:27.237,2026-02-05 06:15:27.237,-95,Expired,Aspirin,1.0,PharmaCare,Painkiller,Delhi
2112,M049,S020,3,66,67,24,135,2024-05-31 06:15:27.237,2026-05-20 06:15:27.237,9,Expiring Soon,Ibuprofen,2.0,HealthPlus,Antibiotic,Mumbai
2113,M038,S009,3,299,101,85,143,2025-10-14 06:15:27.237,2026-09-27 06:15:27.237,139,Safe,Ibuprofen,1.0,PharmaCare,Painkiller,Mumbai
2114,M026,S016,2,295,148,20,117,2025-09-06 06:15:27.237,2027-03-22 06:15:27.237,315,Safe,Amoxicillin,1.0,HealthPlus,Painkiller,Pune
2115,M049,S010,3,384,109,99,131,2024-02-23 06:15:27.237,2025-01-10 06:15:27.237,-486,Expired,Ibuprofen,2.0,CureWell,Antibiotic,Mumbai
2116,M044,S005,1,25,69,95,116,2024-08-12 06:15:27.237,2026-06-01 06:15:27.237,21,Expiring Soon,Aspirin,3.0,HealthPlus,Vitamin,Nagpur
2117,M031,S016,4,204,120,43,102,2025-08-05 06:15:27.237,2026-10-11 06:15:27.237,153,Safe,Ibuprofen,3.0,HealthPlus,Vitamin,Delhi
2118,M007,S011,1,183,67,42,87,2025-06-15 06:15:27.238,2027-12-07 06:15:27.238,575,Safe,Vitamin C,2.0,PharmaCare,Antibiotic,Nagpur
2119,M039,S002,3,60,187,26,48,2025-05-08 06:15:27.238,2027-12-29 06:15:27.238,597,Safe,Vitamin C,1.0,HealthPlus,Painkiller,Mumbai
2120,M002,S014,4,429,97,27,97,2025-10-31 06:15:27.238,2026-10-25 06:15:27.238,167,Safe,Aspirin,2.0,MedLife,Antibiotic,Delhi
2121,M050,S019,2,55,95,69,130,2024-06-16 06:15:27.238,2025-07-02 06:15:27.238,-313,Expired,Amoxicillin,3.0,MedLife,Vitamin,Pune
2122,M023,S015,1,65,122,73,92,2023-08-25 06:15:27.238,2024-10-03 06:15:27.238,-585,Expired,Aspirin,1.0,PharmaCare,Painkiller,Nagpur
2123,M034,S007,3,293,150,52,90,2025-02-23 06:15:27.238,2027-07-16 06:15:27.238,431,Safe,Ibuprofen,2.0,CureWell,Antibiotic,Mumbai
2124,M008,S016,1,457,169,26,133,2024-05-21 06:15:27.238,2026-01-03 06:15:27.238,-128,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Nagpur
2125,M006,S006,3,66,72,68,112,2025-03-10 06:15:27.238,2026-10-15 06:15:27.238,157,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Mumbai
2126,M024,S014,1,205,104,11,53,2023-11-15 06:15:27.238,2025-10-16 06:15:27.238,-207,Expired,Amoxicillin,2.0,MedLife,Antibiotic,Nagpur
2127,M009,S005,2,452,149,11,34,2023-10-10 06:15:27.238,2024-10-19 06:15:27.238,-569,Expired,Aspirin,2.0,HealthPlus,Antibiotic,Pune
2128,M010,S002,4,70,81,36,118,2024-02-13 06:15:27.238,2025-10-10 06:15:27.238,-213,Expired,Paracetamol,2.0,HealthPlus,Antibiotic,Delhi
2129,M045,S006,1,111,57,37,88,2024-12-23 06:15:27.238,2027-03-12 06:15:27.238,305,Safe,Ibuprofen,1.0,PharmaCare,Painkiller,Nagpur
2130,M028,S010,1,329,58,76,82,2024-03-21 06:15:27.238,2025-01-19 06:15:27.238,-477,Expired,Paracetamol,2.0,CureWell,Antibiotic,Nagpur
2131,M002,S006,1,10,142,21,120,2025-05-19 06:15:27.238,2026-02-14 06:15:27.238,-86,Expired,Aspirin,2.0,PharmaCare,Antibiotic,Nagpur
2132,M012,S018,3,231,113,30,30,2025-05-28 06:15:27.238,2027-02-26 06:15:27.238,291,Safe,Paracetamol,1.0,PharmaCare,Painkiller,Mumbai
2133,M003,S013,2,126,147,38,142,2025-12-12 06:15:27.238,2028-06-14 06:15:27.238,765,Safe,Aspirin,2.0,HealthPlus,Antibiotic,Pune
2134,,S001,4,330,83,13,59,2024-09-10 06:15:27.239,2027-01-16 06:15:27.239,250,Safe,,,PharmaCare,,Delhi
2135,M010,S011,2,233,174,22,115,2025-03-04 06:15:27.239,2027-03-23 06:15:27.239,316,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
2136,M025,S018,2,396,73,97,67,2026-01-02 06:15:27.239,2027-12-31 06:15:27.239,599,Safe,Vitamin C,2.0,PharmaCare,Antibiotic,Pune
2137,M040,S017,4,293,63,93,97,2023-10-24 06:15:27.239,2026-02-24 06:15:27.239,-76,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Delhi
2138,M026,S008,4,455,193,87,126,2023-10-28 06:15:27.239,2025-08-20 06:15:27.239,-264,Expired,Amoxicillin,1.0,PharmaCare,Painkiller,Delhi
2139,M003,S013,4,419,200,57,145,2025-11-17 06:15:27.239,2026-08-08 06:15:27.239,89,Safe,Aspirin,2.0,HealthPlus,Antibiotic,Delhi
2140,M033,S018,4,500,163,17,126,2025-01-08 06:15:27.239,2026-05-08 06:15:27.239,-3,Expired,Aspirin,1.0,PharmaCare,Painkiller,Delhi
2141,M005,S015,3,416,148,61,29,2024-09-12 06:15:27.239,2025-10-27 06:15:27.239,-196,Expired,Vitamin C,1.0,PharmaCare,Painkiller,Mumbai
2142,M028,S019,2,212,129,69,44,2025-03-04 06:15:27.239,2026-08-13 06:15:27.239,94,Safe,Paracetamol,2.0,MedLife,Antibiotic,Pune
2143,M035,S015,1,243,82,55,107,2024-03-15 06:15:27.239,2024-11-27 06:15:27.239,-530,Expired,Vitamin C,1.0,PharmaCare,Painkiller,Nagpur
2144,M035,S009,4,418,131,58,54,2025-04-30 06:15:27.239,2027-11-09 06:15:27.239,547,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Delhi
2145,M008,S008,1,31,200,10,114,2023-10-06 06:15:27.239,2025-07-08 06:15:27.239,-307,Expired,Amoxicillin,2.0,PharmaCare,Antibiotic,Nagpur
2146,M046,S011,2,482,157,16,74,2024-10-15 06:15:27.239,2026-02-01 06:15:27.239,-99,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
2147,M021,S011,3,98,138,53,67,2024-08-06 06:15:27.239,2025-10-02 06:15:27.239,-221,Expired,Paracetamol,3.0,PharmaCare,Vitamin,Mumbai
2148,M008,S020,3,264,141,31,94,2024-05-21 06:15:27.239,2026-03-22 06:15:27.239,-50,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Mumbai
2149,M010,S001,2,213,143,12,32,2025-05-11 06:15:27.239,2027-09-07 06:15:27.239,484,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
2150,M049,S013,1,49,185,93,147,2023-11-22 06:15:27.239,2025-08-16 06:15:27.239,-268,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
2151,M006,S003,1,33,95,73,104,2023-12-24 06:15:27.240,2024-09-15 06:15:27.240,-603,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
2152,M025,S010,3,446,174,66,129,2023-12-30 06:15:27.240,2025-10-25 06:15:27.240,-198,Expired,Vitamin C,2.0,CureWell,Antibiotic,Mumbai
2153,M027,S013,1,101,153,97,113,2024-12-16 06:15:27.240,2026-01-13 06:15:27.240,-118,Expired,Paracetamol,3.0,HealthPlus,Vitamin,Nagpur
2154,M017,S020,4,175,52,63,123,2023-09-18 06:15:27.240,2024-04-29 06:15:27.240,-742,Expired,Ibuprofen,3.0,HealthPlus,Vitamin,Delhi
2155,M018,S002,4,71,140,13,87,2023-09-17 06:15:27.240,2024-06-25 06:15:27.240,-685,Expired,Paracetamol,3.0,HealthPlus,Vitamin,Delhi
2156,M029,S003,3,392,77,99,140,2025-10-13 06:15:27.240,2026-12-19 06:15:27.240,222,Safe,Paracetamol,2.0,HealthPlus,Antibiotic,Mumbai
2157,M043,S010,3,81,182,68,53,2024-08-01 06:15:27.240,2025-04-16 06:15:27.240,-390,Expired,Aspirin,1.0,CureWell,Painkiller,Mumbai
2158,M021,S011,2,276,63,72,79,2025-06-19 06:15:27.240,2026-08-06 06:15:27.240,87,Safe,Paracetamol,3.0,PharmaCare,Vitamin,Pune
2159,M014,S005,4,232,81,67,33,2024-07-15 06:15:27.240,2026-07-09 06:15:27.240,59,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Delhi
2160,M033,S014,4,486,178,44,92,2025-06-21 06:15:27.240,2026-06-03 06:15:27.240,23,Expiring Soon,Aspirin,1.0,MedLife,Painkiller,Delhi
2161,M030,S011,2,176,190,88,100,2025-08-21 06:15:27.240,2027-03-13 06:15:27.240,306,Safe,Amoxicillin,2.0,PharmaCare,Antibiotic,Pune
2162,M028,S019,4,215,199,51,53,2024-07-10 06:15:27.240,2027-01-31 06:15:27.240,265,Safe,Paracetamol,2.0,MedLife,Antibiotic,Delhi
2163,M021,S013,1,32,150,25,130,2025-04-16 06:15:27.240,2027-05-25 06:15:27.240,379,Safe,Paracetamol,3.0,HealthPlus,Vitamin,Nagpur
2164,M032,S007,1,295,118,51,130,2025-12-19 06:15:27.240,2026-10-25 06:15:27.240,167,Safe,Amoxicillin,3.0,CureWell,Vitamin,Nagpur
2165,M020,S015,1,294,181,20,47,2024-07-09 06:15:27.240,2025-12-04 06:15:27.240,-158,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Nagpur
2166,M006,S006,1,345,81,78,55,2026-01-05 06:15:27.240,2027-10-30 06:15:27.240,537,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Nagpur
2167,M021,S006,3,480,144,51,138,2024-12-19 06:15:27.240,2026-12-19 06:15:27.240,222,Safe,Paracetamol,3.0,PharmaCare,Vitamin,Mumbai
2168,M021,S018,4,383,192,84,59,2025-07-09 06:15:27.240,2028-03-24 06:15:27.240,683,Safe,Paracetamol,3.0,PharmaCare,Vitamin,Delhi
2169,M004,S017,3,169,71,72,125,2026-01-07 06:15:27.240,2026-09-19 06:15:27.240,131,Safe,Vitamin C,1.0,HealthPlus,Painkiller,Mumbai
2170,M048,S012,3,321,106,18,134,2024-06-05 06:15:27.240,2025-04-12 06:15:27.240,-394,Expired,Aspirin,3.0,CureWell,Vitamin,Mumbai
2171,M013,S009,3,226,103,41,126,2025-09-08 06:15:27.241,2027-05-31 06:15:27.241,385,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Mumbai
2172,M048,S005,1,161,160,28,131,2025-03-19 06:15:27.241,2026-02-03 06:15:27.241,-97,Expired,Aspirin,3.0,HealthPlus,Vitamin,Nagpur
2173,M021,S008,3,182,121,49,142,2023-11-13 06:15:27.241,2024-08-07 06:15:27.241,-642,Expired,Paracetamol,3.0,PharmaCare,Vitamin,Mumbai
2174,M033,S019,1,290,161,18,138,2024-04-12 06:15:27.241,2025-10-12 06:15:27.241,-211,Expired,Aspirin,1.0,MedLife,Painkiller,Nagpur
2175,M011,S007,1,130,70,98,109,2024-07-08 06:15:27.241,2025-04-28 06:15:27.241,-378,Expired,Paracetamol,3.0,CureWell,Vitamin,Nagpur
2176,M042,S015,1,475,66,89,133,2025-03-11 06:15:27.241,2026-05-01 06:15:27.241,-10,Expired,Aspirin,1.0,PharmaCare,Painkiller,Nagpur
2177,M038,S005,2,471,152,98,105,2023-09-09 06:15:27.241,2026-02-05 06:15:27.241,-95,Expired,Ibuprofen,1.0,HealthPlus,Painkiller,Pune
2178,M040,S014,3,394,113,15,70,2025-01-31 06:15:27.241,2027-03-27 06:15:27.241,320,Safe,Amoxicillin,2.0,MedLife,Antibiotic,Mumbai
2179,M039,S010,1,59,159,27,114,2024-11-04 06:15:27.241,2026-12-19 06:15:27.241,222,Safe,Vitamin C,1.0,CureWell,Painkiller,Nagpur
2180,M011,S010,3,445,65,25,149,2024-12-16 06:15:27.241,2026-07-05 06:15:27.241,55,Safe,Paracetamol,3.0,CureWell,Vitamin,Mumbai
2181,M005,S011,3,25,157,57,106,2023-12-30 06:15:27.241,2026-06-25 06:15:27.241,45,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Mumbai
2182,M024,S017,4,249,115,33,120,2025-04-15 06:15:27.241,2027-01-25 06:15:27.241,259,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Delhi
2183,M048,S009,4,202,144,45,25,2023-10-01 06:15:27.241,2026-04-07 06:15:27.241,-34,Expired,Aspirin,3.0,PharmaCare,Vitamin,Delhi
2184,M028,S013,3,239,68,89,133,2024-04-14 06:15:27.241,2025-06-08 06:15:27.241,-337,Expired,Paracetamol,2.0,HealthPlus,Antibiotic,Mumbai
2185,M019,S011,3,316,173,55,95,2024-09-17 06:15:27.254,2025-09-19 06:15:27.254,-234,Expired,Paracetamol,3.0,PharmaCare,Vitamin,Mumbai
2186,M010,S009,2,119,132,81,22,2024-09-15 06:15:27.254,2025-06-01 06:15:27.254,-344,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
2187,M029,S010,4,344,80,82,40,2025-08-27 06:15:27.254,2028-02-08 06:15:27.254,638,Safe,Paracetamol,2.0,CureWell,Antibiotic,Delhi
2188,M015,S002,4,172,119,30,35,2025-12-30 06:15:27.254,2027-04-14 06:15:27.254,338,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Delhi
